Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B1A B1A V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-02-10T09:00:00+11:00 Sydney,11kW,12kW,31kW,,139kW,149kW,6kW,10kW,0kW,0kW,55kW,3kW,8kW,,14kW,0kW,335kW,4kW,6kW,1kW,13kW,250kW,0kW,163kW,26kW,,71kW,9kW,0kW,0kW,,,53kW,4kW,32kW,32kW,0kW,116kW,,10kW,40kW,139kW,63kW,0kW,26kW,0kW,,6kW,105kW,2kW,23kW,2409.767807006836kW,,144kW,0kW,0kW,72kW,12kW,0kW,0kW,1kW,46kW,39kW,58kW,1kW,3kW,180kW,84kW,0.05667736753821373kW,0kW,0kW,0kW,222kW,,,42kW,0kW,0kW,122kW,24kW,0kW,,383kW,47kW,110kW,61kW,,,570kW,22kW,,0kW,3kW,0kW,2kW,133kW,8kW,0kW,10kW,206kW,0kW,,0kW,393kW,107kW,68kW,84kW,28kW,0kW,,0kW,27kW,,1kW,,0kW,399kW,,70.05660104751587kW,1kW,,1kW,345kW,8kW,31kW,51kW,16kW,106kW,130kW,0kW,,155kW,2kW,9942.4804349076kW,12076.372573852539kW,256kW,47kW,,1kW,0kW,7kW,746kW,,,3kW,14kW,18kW,131kW,3kW,452kW,0kW,76kW,0kW
2016-02-10T09:10:00+11:00 Sydney,11kW,12kW,43kW,,139kW,147kW,6kW,10kW,0kW,0kW,55kW,3kW,8kW,,16kW,0kW,335kW,4kW,6kW,1kW,13kW,245kW,0kW,163kW,26kW,,71kW,7kW,0kW,0kW,,,53kW,4kW,32kW,32kW,0kW,116kW,,10kW,40kW,139kW,63kW,0kW,25kW,0kW,,6kW,105kW,2kW,23kW,2337.086395263672kW,,144kW,0kW,0kW,72kW,11kW,0kW,0kW,1kW,46kW,39kW,58kW,1kW,3kW,180kW,84kW,0.05667736753821373kW,0kW,0kW,0kW,222kW,,,52kW,0kW,0kW,122kW,24kW,0kW,,413kW,73kW,110kW,53kW,,,570kW,22kW,,0kW,4kW,0kW,2kW,133kW,8kW,0kW,10kW,157kW,0kW,,0kW,382kW,127kW,68kW,84kW,28kW,0kW,,0kW,34kW,,1kW,,0kW,427kW,,73.13160133361816kW,1kW,,1kW,337kW,8kW,43kW,58kW,16kW,106kW,112kW,0kW,,155kW,2kW,10076.87840723632kW,12177.361923217773kW,298kW,47kW,,1kW,0kW,7kW,721kW,,,3kW,14kW,18kW,131kW,3kW,451kW,0kW,76kW,0kW
2016-02-10T09:20:00+11:00 Sydney,14kW,15kW,43kW,,134kW,147kW,5kW,9kW,0kW,0kW,32kW,3kW,5kW,,16kW,0kW,342kW,4kW,4kW,1kW,15kW,245kW,0kW,157kW,42kW,,80kW,13kW,0kW,0kW,,,57kW,2kW,25kW,25kW,0kW,113kW,,11kW,40kW,110kW,56kW,0kW,27kW,0kW,,6kW,90kW,2kW,23kW,2366.6661987304688kW,,144kW,0kW,0kW,72kW,11kW,0kW,0kW,3kW,48kW,44kW,79kW,2kW,3kW,180kW,100kW,0.05669155344367027kW,0kW,1kW,0kW,176kW,,,52kW,0kW,0kW,122kW,19kW,0kW,,416kW,73kW,87kW,59kW,,,653kW,13kW,,0kW,4kW,0kW,2kW,154kW,10kW,0kW,10kW,157kW,0kW,,0kW,407kW,127kW,68kW,89kW,25kW,0kW,,0kW,34kW,,1kW,,0kW,434kW,,76.66790199279785kW,1kW,,2kW,337kW,4kW,43kW,58kW,16kW,101kW,113kW,0kW,,155kW,2kW,10212.053127644853kW,12383.215698242188kW,301kW,38kW,,1kW,0kW,7kW,749kW,,,3kW,14kW,20kW,131kW,4kW,459kW,0kW,73kW,0kW
2016-02-10T09:30:00+11:00 Sydney,14kW,15kW,47kW,,128kW,155kW,7kW,10kW,0kW,0kW,33kW,7kW,6kW,,10kW,0kW,350kW,4kW,5kW,2kW,15kW,267kW,0kW,160kW,42kW,,80kW,13kW,0kW,0kW,,,114kW,3kW,25kW,25kW,0kW,139kW,,11kW,31kW,110kW,56kW,0kW,27kW,0kW,,8kW,90kW,2kW,23kW,2392.6661987304688kW,,130kW,0kW,0kW,72kW,9kW,0kW,0kW,3kW,51kW,42kW,79kW,2kW,3kW,181kW,100kW,0.05804973840713501kW,0kW,1kW,0kW,190kW,,,55kW,0kW,0kW,124kW,35kW,0kW,,475kW,44kW,110kW,69kW,,,653kW,20kW,,0kW,4kW,0kW,2kW,154kW,10kW,0kW,12kW,163kW,0kW,,0kW,400kW,123kW,64.01967255828258kW,89kW,30kW,0kW,,0kW,30kW,,1kW,,0kW,440kW,,78.26689910888672kW,2kW,,2kW,336kW,4kW,32kW,44kW,16kW,103kW,119kW,0kW,,151kW,2kW,10230.625139125259kW,12597.180564880371kW,285.0536912751678kW,46kW,,1kW,0kW,8kW,709.1533101045296kW,,,3kW,14kW,21kW,131kW,5kW,483kW,0kW,73kW,0kW
2016-02-10T09:40:00+11:00 Sydney,14kW,15kW,47kW,,128kW,155kW,7kW,9kW,0kW,0kW,33kW,3kW,6kW,,15kW,0kW,350kW,0kW,5kW,2kW,13kW,247kW,0kW,160kW,31kW,,53kW,7kW,0kW,0kW,,,93kW,3kW,19kW,19kW,0kW,139kW,,11kW,33kW,141kW,53kW,0kW,24kW,0kW,,8kW,97kW,4kW,23kW,2376.9691009521484kW,,130kW,0kW,0kW,49kW,11kW,0kW,0kW,1kW,61kW,43kW,57kW,2.002994011976048kW,3kW,181kW,100kW,0.05804973840713501kW,0kW,1kW,0kW,190kW,,,47kW,0kW,0kW,131kW,49kW,0kW,,456kW,49kW,122kW,73kW,,,606kW,20kW,,0kW,4kW,0kW,2kW,154kW,10kW,0kW,12kW,219kW,0kW,,0kW,422kW,127kW,71kW,85kW,36kW,0kW,,0kW,34kW,,1kW,,0kW,424kW,,78.26689910888672kW,1kW,,1kW,324kW,4kW,37kW,47kW,16kW,111kW,120kW,0kW,,155kW,38kW,10374.025967152322kW,12783.427223205566kW,287kW,47kW,,1kW,0kW,8kW,793kW,,,3kW,14kW,21kW,131kW,5kW,470kW,0kW,78kW,0kW
2016-02-10T09:50:00+11:00 Sydney,14kW,15kW,50kW,,171kW,155kW,12kW,10kW,0kW,0kW,33kW,3kW,9kW,,18kW,0kW,361kW,0kW,6kW,2kW,13kW,281kW,0kW,151kW,30kW,,54kW,11kW,0kW,0kW,,,93kW,2kW,21kW,21kW,0kW,132kW,,10kW,40kW,141kW,53kW,0kW,24kW,0kW,,19kW,97kW,6kW,23kW,2351.022903442383kW,,152kW,0kW,0kW,86kW,10kW,0kW,0kW,1kW,61kW,53kW,61kW,3kW,3kW,186kW,99kW,0.05691974610090256kW,0kW,1kW,0kW,182kW,,,56kW,0kW,0kW,131kW,49kW,0kW,,470.0071942446043kW,52kW,122kW,59kW,,,621kW,15kW,,0kW,6kW,0kW,2kW,154kW,10kW,0kW,10kW,219kW,0kW,,0kW,424kW,136kW,76kW,103kW,68kW,0kW,,0kW,34kW,,1kW,,0kW,428kW,,74.66609954833984kW,1kW,,1kW,327kW,4kW,39kW,51kW,17kW,111kW,133kW,1kW,,155kW,38kW,10606.636063743435kW,12710.233871459961kW,302kW,47kW,,1kW,0kW,7kW,809kW,,,3kW,14kW,21kW,136kW,5kW,473kW,0kW,78kW,0kW
2016-02-10T10:00:00+11:00 Sydney,14kW,15kW,50kW,,171kW,158kW,12kW,10kW,0kW,0kW,41kW,3kW,5kW,,16kW,0kW,366kW,0kW,6kW,1kW,14kW,281kW,0kW,150kW,29kW,,93kW,11kW,0kW,0kW,,,83kW,2kW,21kW,21kW,0kW,132kW,,7kW,40kW,124kW,80kW,0kW,24kW,0kW,,7kW,79kW,6kW,23kW,2351.022903442383kW,,152kW,0kW,0kW,91kW,11kW,0kW,0kW,1kW,60kW,53kW,61kW,0kW,3kW,197kW,99kW,0.059777677059173584kW,0kW,1kW,0kW,216kW,,,65kW,0kW,0kW,134kW,28kW,0kW,,480kW,52kW,117kW,72kW,,,621kW,16kW,,0kW,6kW,0kW,2kW,149kW,11kW,0kW,12kW,199kW,0kW,,0kW,495kW,136kW,76kW,89kW,68kW,0kW,,0kW,38kW,,1kW,,0kW,435kW,,80.44760131835938kW,1kW,,2kW,335kW,4kW,47kW,61kW,17kW,101kW,133kW,1kW,,155kW,38kW,10606.753599687523kW,12802.642738342285kW,302kW,47kW,,1kW,0kW,7kW,808.4833333333333kW,,,2kW,14kW,28kW,136kW,5kW,508kW,0kW,52kW,0kW
2016-02-10T10:10:00+11:00 Sydney,14kW,14kW,45kW,,165kW,158kW,7kW,11kW,0kW,0kW,46kW,3kW,9kW,,20kW,0kW,345kW,0kW,7kW,2kW,14kW,253kW,0kW,159kW,44kW,,80kW,10kW,0kW,0kW,,,94kW,2kW,26kW,26kW,1kW,129kW,,7kW,44kW,102kW,73kW,0kW,27kW,0kW,,15kW,99kW,9kW,22kW,2259.065399169922kW,,157kW,0kW,0kW,88kW,11kW,0kW,0kW,1kW,62kW,50kW,57kW,0kW,3kW,201kW,104kW,0.0557544082403183kW,0kW,1kW,0kW,202kW,,,65kW,0kW,0kW,134kW,38kW,0kW,,483kW,50kW,136kW,72kW,,,614kW,16kW,,0kW,1kW,0kW,2kW,149kW,11kW,0kW,11kW,194kW,0kW,,0kW,457kW,138kW,78kW,89kW,67kW,0kW,,0kW,38kW,,11kW,,0kW,448kW,,80.44760131835938kW,2kW,,5kW,340kW,3kW,47kW,61kW,17kW,108kW,133kW,1kW,,168kW,38kW,10704.123177878559kW,12926.139286942434kW,300kW,42kW,,1kW,0kW,7kW,779kW,,,2kW,14kW,27kW,108kW,6kW,503kW,0kW,82kW,0kW
2016-02-10T10:20:00+11:00 Sydney,14kW,15kW,49kW,,152kW,,,10kW,0kW,0kW,,4kW,9kW,,20kW,,,0kW,7kW,2kW,,261kW,,,44kW,,,,0kW,,,,92kW,2kW,27kW,27kW,1kW,131kW,,,36kW,102kW,,,27kW,0kW,,15kW,95kW,7kW,,,,,,0kW,,,0kW,0kW,1kW,59kW,49kW,82kW,0kW,2kW,,94kW,,0kW,1kW,0kW,,,,50kW,0kW,0kW,135kW,35kW,0kW,,,150kW,122kW,82kW,,,611kW,16kW,,0kW,,,,,11kW,0kW,11kW,,0kW,,,451kW,162kW,84kW,,80kW,,,0kW,37kW,,4kW,,0kW,442kW,,,2kW,,5kW,,3kW,44kW,55kW,17kW,103kW,129kW,0kW,,153kW,37kW,9552.728193382703kW,13108.406970019058kW,300kW,55kW,,1kW,0kW,8kW,799kW,,,2kW,,27kW,,,,0kW,70kW,0kW
2016-02-10T10:30:00+11:00 Sydney,0kW,0kW,0kW,,0kW,0kW,0kW,0kW,0kW,0kW,46kW,0kW,0kW,,0kW,0kW,0kW,0kW,0kW,0kW,14kW,0kW,0kW,165kW,0kW,,0kW,0kW,0kW,0kW,,,0kW,0kW,0kW,0kW,0kW,0kW,,5.542035398230088kW,0kW,58.008319467554074kW,72kW,0kW,0kW,0kW,,0kW,95kW,0kW,28kW,1218.55029296875kW,,0kW,0kW,0kW,87kW,8kW,0kW,0kW,0kW,0kW,0kW,30kW,0kW,0kW,199kW,0kW,0.03518776580999414kW,0kW,1kW,0kW,226kW,,,0kW,0kW,0kW,0kW,0kW,0kW,,454kW,0kW,111.6kW,0kW,,,0kW,0kW,,0kW,0kW,0kW,2kW,151kW,0kW,0kW,0kW,0kW,0kW,,0kW,383.47420965058234kW,0kW,42.4kW,103kW,0kW,0kW,,0kW,37kW,,0kW,,0kW,186.50915141430943kW,,0kW,0kW,,0kW,0kW,0kW,0kW,19.25333333333333kW,0kW,0kW,0kW,0kW,,0kW,37kW,5130.307036689237kW,13113.646453857422kW,0kW,0kW,,0kW,0kW,0kW,0kW,,,0kW,14kW,0kW,108kW,7kW,0kW,0kW,0kW,0kW
2016-02-10T10:40:00+11:00 Sydney,14kW,13kW,48kW,,143kW,163kW,7kW,6kW,0kW,0kW,46kW,4kW,8kW,,16kW,0kW,397kW,0kW,7kW,1kW,14kW,267kW,0kW,165kW,30kW,,63kW,7kW,0kW,0kW,,,95kW,4kW,24kW,24kW,1kW,139kW,,8kW,36kW,110kW,72kW,0kW,28kW,0kW,,8kW,96kW,7kW,28kW,2105.55029296875kW,,152kW,0kW,0kW,87kW,8kW,0kW,0kW,2kW,55kW,52kW,53kW,0kW,3kW,199kW,100kW,0.059052880853414536kW,0kW,1kW,0kW,226kW,,,57kW,0kW,0kW,134kW,36kW,0kW,,454kW,78kW,127kW,88kW,,,618kW,20kW,,0kW,5kW,0kW,1kW,151kW,11kW,5kW,11kW,198kW,0kW,,0kW,499kW,151kW,76kW,103kW,63kW,0kW,,0kW,34kW,,4kW,,0kW,446kW,,98.95569705963135kW,1kW,,1kW,343kW,3kW,49kW,47kW,16kW,104kW,123kW,0kW,,150kW,2kW,10685.950116364285kW,13499.644142150879kW,311kW,48kW,,1kW,0kW,10kW,828kW,,,6kW,14kW,26kW,115kW,7kW,483kW,0kW,69kW,0kW
2016-02-10T10:50:00+11:00 Sydney,14kW,13kW,48kW,,143kW,163kW,7kW,6kW,0kW,0kW,46kW,4kW,8kW,,17kW,0kW,397kW,2kW,7kW,1kW,14kW,267kW,0kW,165kW,30kW,,63kW,7kW,0kW,0kW,,,95kW,4kW,24kW,24kW,1kW,139kW,,8kW,33kW,117kW,72kW,0kW,30kW,0kW,,8kW,92kW,7kW,28kW,2105.55029296875kW,,152kW,0kW,0kW,87kW,8kW,0kW,0kW,2kW,61kW,52kW,68kW,0kW,3kW,199kW,97kW,0.059052880853414536kW,0kW,1kW,0kW,226kW,,,57kW,0kW,0kW,134kW,35kW,0kW,,454kW,78kW,123kW,88kW,,,667kW,20kW,,0kW,5kW,0kW,1kW,151kW,11kW,5kW,11kW,198kW,0kW,,0kW,499kW,151kW,76kW,103kW,63kW,0kW,,0kW,37kW,,12kW,,0kW,419kW,,98.95569705963135kW,1kW,,1kW,343kW,3kW,49kW,47kW,16kW,101kW,123kW,0kW,,150kW,2kW,10868.67990552677kW,13781.027061462402kW,311kW,48kW,,1kW,0kW,10kW,908kW,,,6kW,14kW,26kW,115kW,7kW,483.0318021201414kW,0kW,85kW,0kW
2016-02-10T11:00:00+11:00 Sydney,14kW,14kW,45kW,,142kW,163kW,6kW,10kW,0kW,0kW,49kW,3kW,7kW,,22kW,0kW,398kW,2kW,7kW,2kW,14kW,310kW,0kW,167kW,33kW,,61kW,10kW,0kW,0kW,,,104kW,2kW,23kW,23kW,1kW,138kW,,7kW,34kW,120kW,83kW,0kW,30kW,0kW,,15kW,95kW,7kW,23kW,2323.01220703125kW,,154kW,0kW,0kW,89kW,8kW,0kW,0kW,1kW,61kW,54kW,68kW,1kW,2kW,204kW,101kW,0.05881638079881668kW,0kW,2kW,0kW,208kW,,,58kW,0kW,0kW,161kW,49kW,0kW,,489kW,83kW,123kW,89kW,,,667kW,13kW,,1kW,3kW,0kW,2kW,163kW,11kW,0kW,11kW,217kW,0kW,,0kW,450kW,138kW,80kW,106kW,36kW,0kW,,0kW,37kW,,12kW,,0kW,427kW,,527.0073852539062kW,2kW,,1kW,365kW,3kW,46kW,66kW,19kW,104kW,136kW,0kW,,149kW,2kW,11354.98480674997kW,14086.869232177734kW,306kW,56kW,,1kW,0kW,10kW,908kW,,,6kW,14kW,28kW,115kW,6kW,496kW,0kW,85kW,0kW
2016-02-10T11:10:00+11:00 Sydney,14kW,14kW,51kW,,142kW,140kW,6kW,10kW,0kW,0kW,47kW,3kW,7kW,,22kW,0kW,372kW,1kW,9kW,2kW,14kW,310kW,0kW,174kW,31kW,,63kW,7kW,0kW,0kW,,,104kW,3kW,23kW,23kW,1kW,138kW,,7kW,34kW,120kW,100kW,0kW,25kW,0kW,,7kW,95kW,7kW,24kW,2323.01220703125kW,,159kW,0kW,0kW,88kW,3kW,0kW,0kW,1kW,58kW,56kW,56kW,1kW,2kW,197kW,101kW,0.05704342946410179kW,0kW,1kW,0kW,206kW,,,58kW,0kW,0kW,161kW,49kW,0kW,,507kW,83kW,116kW,90kW,,,640kW,16kW,,1kW,4kW,0kW,2kW,176kW,11kW,0kW,11kW,216kW,0kW,,0kW,503kW,140kW,82kW,107kW,36kW,0kW,,0kW,37kW,,12kW,,0kW,427kW,,810.4433212280273kW,2kW,,1kW,365kW,2kW,51kW,66kW,19kW,104kW,136kW,0kW,,149kW,2kW,11462.502865295903kW,14142.793785095215kW,306kW,56kW,,1kW,0kW,10kW,882kW,,,2kW,14kW,33kW,130kW,7kW,496kW,0kW,66kW,0kW
2016-02-10T11:20:00+11:00 Sydney,14kW,17kW,51kW,,175kW,147kW,9kW,10kW,0kW,0kW,53kW,3kW,9kW,,22kW,0kW,372kW,1kW,11kW,2kW,14kW,276kW,0kW,174kW,33kW,,67kW,12kW,0kW,0kW,,,101kW,2kW,22kW,22kW,2kW,140kW,,8kW,31kW,130kW,100kW,0kW,28kW,0kW,,15kW,103kW,6kW,29kW,2320.8928985595703kW,,159kW,0kW,0kW,89kW,6kW,0kW,0kW,1kW,52kW,56kW,56kW,4kW,2kW,198kW,103kW,0.05650053545832634kW,0kW,1kW,0kW,212kW,,,57kW,0kW,0kW,150kW,41kW,0kW,,507kW,102kW,120kW,90kW,,,690kW,12kW,,0kW,4kW,4kW,2kW,176kW,10kW,0kW,12kW,229kW,0kW,,0kW,504kW,140kW,82kW,110kW,63kW,0kW,,0kW,37kW,,17kW,,0kW,439kW,,843.4353713989258kW,2kW,,1kW,388kW,3kW,56kW,50kW,18kW,103kW,130kW,1kW,,147kW,2kW,11669.750059654936kW,14274.510047912598kW,302kW,48kW,,1kW,0kW,10kW,905kW,,,2kW,14kW,32kW,160kW,7kW,490kW,0kW,75kW,0kW
2016-02-10T11:30:00+11:00 Sydney,14kW,15kW,45kW,,157kW,147kW,11kW,10kW,0kW,0kW,54kW,4kW,10kW,,22kW,0kW,367kW,0kW,11kW,2kW,14kW,336kW,0kW,189kW,33kW,,67kW,19kW,0kW,0kW,,,104kW,2kW,23kW,23kW,2kW,144kW,,9kW,32kW,130kW,88kW,0kW,31kW,0kW,,15kW,98kW,7kW,29kW,2321.7433013916016kW,,159kW,0kW,0kW,89kW,4kW,0kW,0kW,1kW,46kW,57kW,91kW,4kW,6kW,202kW,104kW,0.057435840368270874kW,0kW,2kW,0kW,212kW,,,67kW,0kW,0kW,157kW,45kW,0kW,,570kW,82kW,124kW,90kW,,,677kW,12kW,,0kW,4kW,4kW,2kW,162kW,11kW,0kW,12kW,229kW,0kW,,0kW,502kW,143kW,95kW,110kW,72kW,0kW,,0kW,34kW,,14kW,,0kW,442kW,,843.4353713989258kW,1kW,,5kW,360kW,3kW,56kW,65kW,17kW,103kW,165kW,0kW,,151kW,2kW,11941.931603357196kW,14661.812927246094kW,309kW,47kW,,1kW,0kW,10kW,974kW,,,6kW,14kW,32kW,160kW,7kW,477kW,0kW,89kW,0kW
2016-02-10T11:40:00+11:00 Sydney,14kW,20kW,51kW,,157kW,158kW,11kW,10kW,0kW,0kW,54kW,4kW,12kW,,20kW,0kW,367kW,0kW,10kW,2kW,14kW,336kW,0kW,189kW,36kW,,64kW,19kW,0kW,0kW,,,110kW,3kW,23kW,23kW,1kW,144kW,,15kW,39kW,138kW,80kW,0kW,31kW,0kW,,15kW,98kW,7kW,29kW,2349.5679931640625kW,,159kW,0kW,0kW,89kW,7kW,0kW,0kW,1kW,52kW,57kW,91kW,3kW,7kW,202kW,105kW,0.057435840368270874kW,0kW,2kW,0kW,202kW,,,69kW,0kW,0kW,157kW,45kW,0kW,,570kW,82kW,124kW,90kW,,,716kW,16kW,,0kW,3kW,0kW,2kW,162kW,11kW,0kW,11kW,213kW,0kW,,0kW,502kW,143kW,95kW,86kW,72kW,0kW,,0kW,35kW,,15kW,,0kW,447kW,,812.1333236694336kW,2kW,,5kW,370kW,6kW,53kW,65kW,21kW,105kW,165kW,0kW,,151kW,2kW,11983.261223718524kW,14529.04190826416kW,309kW,59kW,,1kW,0kW,11kW,981kW,,,6kW,14kW,31kW,159kW,7kW,479kW,0kW,89kW,0kW
2016-02-10T11:50:00+11:00 Sydney,14kW,20kW,51kW,,155kW,163kW,11kW,6kW,0kW,0kW,50kW,4kW,12kW,,20kW,0kW,363kW,0kW,8kW,2kW,14kW,334kW,0kW,175kW,36kW,,70kW,11kW,0kW,0kW,,,112kW,3kW,19kW,19kW,1kW,144kW,,15kW,39kW,138kW,85kW,0kW,27kW,0kW,,15kW,80kW,7kW,24kW,2288.5679931640625kW,,153kW,0kW,0kW,90kW,6kW,0kW,0kW,1kW,52kW,64kW,53kW,0kW,7kW,205kW,105kW,0.054864250123500824kW,0kW,2kW,0kW,218kW,,,71kW,0kW,0kW,156kW,44kW,0kW,,538kW,75kW,117kW,85kW,,,716kW,16kW,,0kW,3kW,0kW,2kW,178kW,11kW,0kW,11kW,222kW,0kW,,0kW,502kW,142kW,92kW,111kW,63kW,0kW,,0kW,35kW,,15kW,,0kW,447kW,,810.192512512207kW,2kW,,2kW,377kW,6kW,53kW,64kW,21kW,105kW,127kW,0kW,,149kW,2kW,11833.252232234925kW,14090.36328125kW,308kW,59kW,,1kW,0kW,11kW,953kW,,,6kW,14kW,30kW,104kW,7kW,496kW,0kW,88kW,0kW
2016-02-10T12:00:00+11:00 Sydney,14kW,15kW,48kW,,130kW,163kW,11kW,6kW,0kW,0kW,54kW,4kW,13kW,,15kW,0kW,369kW,0kW,10kW,2kW,14kW,334kW,0kW,152kW,35kW,,70kW,16kW,0kW,0kW,,,112kW,3kW,23kW,23kW,1kW,168kW,,8kW,44kW,130kW,85kW,0kW,32kW,0kW,,15kW,108kW,6kW,28kW,2360.852798461914kW,,156kW,0kW,0kW,90kW,6kW,0kW,0kW,2kW,58kW,64kW,61kW,0kW,2kW,204kW,109kW,0.05702336132526398kW,0kW,5kW,4kW,226kW,,,71kW,0kW,0kW,156kW,43kW,0kW,,593kW,158kW,120kW,81kW,,,691kW,17kW,,0kW,5kW,0kW,2kW,130kW,11kW,0kW,9kW,230kW,0kW,,0kW,490kW,134kW,91kW,100kW,67kW,0kW,,0kW,34kW,,22kW,,0kW,413kW,,813.6402893066406kW,1kW,,1kW,377kW,3kW,60kW,66kW,18kW,103kW,131kW,1kW,,146kW,2kW,11893.209404624999kW,14615.131439208984kW,304kW,53kW,,1kW,0kW,10kW,933kW,,,6kW,14kW,29kW,104kW,6kW,496kW,0kW,82kW,0kW
2016-02-10T12:10:00+11:00 Sydney,14kW,19kW,46kW,,139kW,163kW,8kW,10kW,0kW,0kW,55kW,3kW,13kW,,19kW,0kW,383kW,0kW,10kW,4kW,14kW,310kW,0kW,171kW,58kW,,84kW,16kW,0kW,0kW,,,125kW,3kW,27kW,27kW,1kW,155kW,,8kW,32kW,152kW,112kW,0kW,32kW,0kW,,15kW,89kW,6kW,28kW,2360.852798461914kW,,156kW,0kW,0kW,89kW,5kW,0kW,0kW,2kW,57kW,57kW,51kW,0kW,2kW,207kW,108kW,0.0614740215241909kW,0kW,5kW,4kW,226kW,,,67kW,0kW,0kW,157kW,42kW,0kW,,593kW,128kW,118kW,92kW,,,731kW,19kW,,1kW,5kW,0kW,6kW,157kW,11kW,0kW,10kW,231kW,0kW,,0kW,492kW,142kW,90kW,103kW,69kW,0kW,,0kW,34kW,,30kW,,0kW,456kW,,870.446891784668kW,2kW,,1kW,377kW,3kW,60kW,66kW,19kW,102kW,124kW,1kW,,152kW,2kW,12097.458631603047kW,14645.919342041016kW,306kW,67kW,,1kW,0kW,9kW,985kW,,,7kW,14kW,30kW,152kW,7kW,506kW,0kW,94kW,0kW
2016-02-10T12:20:00+11:00 Sydney,14kW,19kW,48kW,,180kW,156kW,6kW,10kW,0kW,0kW,55kW,4kW,12kW,,19kW,0kW,383kW,0kW,10kW,4kW,14kW,355kW,0kW,174kW,61kW,,84kW,7kW,0kW,0kW,,,125kW,3kW,33kW,33kW,1kW,170kW,,7kW,32kW,152kW,112kW,0kW,25kW,0kW,,15kW,104kW,6kW,29kW,2183.293701171875kW,,97kW,0kW,0kW,88kW,3kW,0kW,0kW,1kW,60kW,60kW,51kW,0kW,3kW,207kW,108kW,0.0614740215241909kW,0kW,2kW,0kW,216kW,,,73kW,0kW,0kW,157kW,42kW,0kW,,544kW,128kW,118kW,89kW,,,731kW,19kW,,1kW,14kW,0kW,6kW,157kW,12kW,0kW,10kW,231kW,0kW,,0kW,498kW,152kW,91kW,103kW,70kW,0kW,,0kW,35kW,,30kW,,0kW,455kW,,870.446891784668kW,2kW,,2kW,363kW,8kW,52kW,66kW,18kW,102kW,124kW,1kW,,152kW,2kW,12016.899534313008kW,14576.78044128418kW,306kW,85kW,,1kW,0kW,11kW,995kW,,,7kW,14kW,32kW,152kW,8kW,506kW,0kW,94kW,0kW
