Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B92 B92 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B1A B1A V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B100 B100 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-07-20T13:30:00+10:00 Sydney,182.04383712399274kW,37kW,51kW,"","",180kW,163kW,11kW,8kW,89kW,13kW,51kW,3kW,12kW,"",18kW,0kW,"",3kW,10kW,2kW,15kW,300kW,0kW,119kW,60kW,0kW,45kW,14kW,0kW,8kW,0kW,0kW,70kW,0kW,35kW,35kW,1kW,149kW,0kW,22kW,131kW,191kW,67kW,1kW,94kW,0kW,0kW,9kW,108kW,27kW,36kW,1773.513198852539kW,4kW,67kW,55kW,0kW,54kW,28kW,27kW,43kW,2kW,74kW,83kW,49kW,9kW,15kW,147kW,153kW,0.03076089918613434kW,8kW,4kW,0kW,66kW,6kW,"",111kW,257kW,"",16kW,183kW,37kW,0kW,7kW,320kW,67kW,60kW,152kW,66kW,2kW,757kW,17kW,"",6kW,10kW,0kW,4kW,0kW,13kW,0kW,14kW,140kW,0kW,62kW,0kW,492kW,117kW,63kW,0kW,54kW,0kW,1kW,178kW,36kW,142kW,2kW,"",92kW,"","",66.76759910583496kW,5kW,7kW,5kW,433kW,5kW,28kW,86kW,20kW,106kW,137kW,1kW,4kW,147kW,2kW,12461.355395981553kW,0kW,157kW,67kW,"",6kW,11kW,7kW,817kW,21kW,"",3kW,16kW,27kW,149kW,14kW,481kW,1kW,111kW,21kW
2016-07-20T13:35:00+10:00 Sydney,182.04007703595167kW,37kW,51kW,"","",180kW,163kW,11kW,8kW,87kW,13kW,51kW,3kW,12kW,"",18kW,0kW,"",3kW,10kW,2kW,15kW,282kW,0kW,144kW,60kW,0kW,45kW,14kW,0kW,8kW,0kW,0kW,70kW,0kW,26kW,26kW,1kW,146kW,0kW,22kW,119kW,191kW,67kW,1kW,94kW,0kW,0kW,9kW,108kW,37kW,36kW,1773.513198852539kW,4kW,67kW,55kW,0kW,55kW,28kW,23kW,43kW,2kW,76kW,83kW,49kW,9kW,15kW,150kW,153kW,0.03076089918613434kW,8kW,4kW,0kW,66kW,6kW,"",111kW,257kW,"",14kW,182kW,29kW,0kW,7kW,309kW,67kW,60kW,152kW,73kW,2kW,757kW,17kW,"",6kW,10kW,0kW,4kW,0kW,13kW,0kW,14kW,143kW,0kW,42kW,0kW,470kW,117kW,63kW,0kW,54kW,0kW,1kW,178kW,36kW,140kW,2kW,"",96kW,"","",66.76759910583496kW,5kW,7kW,5kW,433kW,4kW,31kW,89kW,20kW,106kW,137kW,1kW,4kW,147kW,2kW,12375.351635893512kW,0kW,153kW,67kW,"",4kW,11kW,7kW,800kW,21kW,"",3kW,16kW,27kW,149kW,12kW,477kW,1kW,103kW,21kW
2016-07-20T13:40:00+10:00 Sydney,182.0363169479106kW,37kW,51kW,"","",180kW,163kW,13kW,8kW,87kW,13kW,47kW,3kW,12kW,"",18kW,0kW,"",3kW,10kW,2kW,15kW,282kW,0kW,144kW,60kW,0kW,45kW,14kW,0kW,8kW,0kW,0kW,70kW,0kW,26kW,26kW,1kW,146kW,0kW,22kW,119kW,191kW,66kW,1kW,80kW,0kW,0kW,9kW,108kW,37kW,36kW,1764.7010040283203kW,4kW,76kW,51kW,0kW,55kW,28kW,23kW,43kW,2kW,76kW,83kW,49kW,9kW,15kW,155kW,153kW,0.028202999383211136kW,8kW,4kW,0kW,66kW,6kW,"",116kW,249kW,"",14kW,182kW,29kW,0kW,7kW,311kW,66kW,54kW,152kW,73kW,2kW,757kW,17kW,"",6kW,10kW,0kW,4kW,0kW,13kW,0kW,14kW,143kW,0kW,42kW,0kW,485kW,121kW,63kW,0kW,48kW,0kW,1kW,178kW,36kW,140kW,2kW,"",96kW,"","",67.78409957885742kW,5kW,7kW,5kW,433kW,4kW,31kW,83kW,20kW,105kW,137kW,1kW,4kW,147kW,2kW,12352.54962355447kW,0kW,159kW,67kW,"",4kW,11kW,10kW,793kW,21kW,"",3kW,16kW,27kW,149kW,12kW,477kW,1kW,103kW,21kW
2016-07-20T13:45:00+10:00 Sydney,182.03255685986952kW,37kW,54kW,"","",182kW,162kW,13kW,8kW,89kW,11kW,50kW,3kW,6kW,"",21kW,0kW,"",8kW,8kW,2kW,15kW,282kW,0kW,144kW,42kW,0kW,45kW,13kW,0kW,8kW,0kW,0kW,58kW,0kW,26kW,26kW,1kW,146kW,0kW,14kW,119kW,217kW,66kW,1kW,80kW,0kW,0kW,12kW,89kW,37kW,36kW,1738.7010040283203kW,4kW,76kW,51kW,0kW,55kW,29kW,29kW,44kW,2kW,76kW,88kW,49kW,10kW,21kW,155kW,159kW,0.028202999383211136kW,5kW,10kW,0kW,66kW,2kW,"",116kW,249kW,"",14kW,182kW,31kW,0kW,8kW,311kW,66kW,60kW,124kW,67kW,2kW,826kW,14kW,"",3kW,10kW,0kW,2kW,0kW,14kW,0kW,12kW,142kW,0kW,42kW,0kW,485kW,121kW,59kW,0kW,48kW,0kW,1kW,179kW,35kW,140kW,3kW,"",96kW,"","",68.78409957885742kW,5kW,6kW,0kW,373kW,4kW,31kW,83kW,21kW,105kW,139kW,4kW,4kW,150kW,2kW,12310.54586346643kW,0kW,159kW,71kW,"",4kW,13kW,10kW,793kW,17kW,"",4kW,16kW,32kW,163kW,12kW,478kW,4kW,102kW,22kW
2016-07-20T13:50:00+10:00 Sydney,182.02879677182844kW,37kW,54kW,"","",182kW,162kW,9kW,8kW,89kW,11kW,50kW,3kW,6kW,"",21kW,0kW,"",8kW,8kW,3kW,15kW,274kW,0kW,124kW,42kW,0kW,45kW,13kW,0kW,8kW,0kW,0kW,58kW,0kW,34kW,34kW,1kW,161kW,0kW,14kW,119kW,217kW,66kW,1kW,80kW,0kW,0kW,12kW,89kW,26kW,36kW,1742.0437927246094kW,4kW,65kW,45kW,0kW,78kW,29kW,29kW,44kW,2kW,75kW,88kW,49kW,10kW,21kW,157kW,159kW,0.028202999383211136kW,5kW,10kW,0kW,66kW,2kW,"",116kW,249kW,"",11kW,189kW,31kW,0kW,8kW,315kW,66kW,60kW,124kW,65kW,2kW,826kW,14kW,"",3kW,10kW,0kW,2kW,0kW,14kW,0kW,12kW,142kW,0kW,64kW,0kW,477kW,144kW,59kW,0kW,48kW,0kW,1kW,179kW,35kW,143kW,3kW,"",97kW,"","",68.78409957885742kW,5kW,6kW,0kW,373kW,4kW,27kW,81kW,21kW,105kW,139kW,4kW,4kW,150kW,2kW,12340.884892074679kW,0kW,160kW,71kW,"",5kW,13kW,10kW,813kW,17kW,"",4kW,16kW,32kW,163kW,11kW,477kW,4kW,102kW,22kW
2016-07-20T13:55:00+10:00 Sydney,182.02503668378736kW,41kW,55kW,"","",182kW,162kW,9kW,10kW,89kW,11kW,44kW,3kW,6kW,"",21kW,0kW,"",8kW,8kW,3kW,15kW,274kW,0kW,124kW,42kW,0kW,45kW,13kW,0kW,8kW,0kW,0kW,68kW,0kW,34kW,34kW,1kW,161kW,0kW,14kW,119kW,217kW,69kW,1kW,70kW,0kW,0kW,12kW,93kW,26kW,36kW,1754.0437927246094kW,4kW,65kW,45kW,0kW,78kW,29kW,29kW,44kW,2kW,75kW,78kW,49kW,10kW,21kW,152kW,159kW,0.03070145659148693kW,5kW,10kW,0kW,66kW,2kW,"",111kW,255kW,"",11kW,189kW,31kW,0kW,8kW,313kW,69kW,102kW,124kW,65kW,2kW,826kW,14kW,"",3kW,10kW,0kW,2kW,0kW,14kW,0kW,12kW,142kW,0kW,64kW,0kW,454kW,144kW,59kW,0kW,52kW,0kW,1kW,179kW,35kW,143kW,3kW,"",97kW,"","",70.9817008972168kW,5kW,6kW,0kW,373kW,4kW,27kW,87kW,21kW,109kW,141kW,4kW,4kW,151kW,2kW,12435.081231762204kW,0kW,160kW,71kW,"",5kW,13kW,15kW,836kW,17kW,"",4kW,16kW,32kW,163kW,11kW,477kW,4kW,102kW,32kW
2016-07-20T14:00:00+10:00 Sydney,182.0212765957463kW,41kW,55kW,"","",145kW,165kW,9kW,10kW,88kW,9kW,44kW,3kW,10kW,"",30kW,0kW,"",1kW,12kW,3kW,15kW,287kW,0kW,124kW,45kW,0kW,47kW,19kW,0kW,8kW,0kW,0kW,68kW,0kW,32kW,32kW,1kW,155kW,0kW,15kW,119kW,196kW,69kW,1kW,70kW,0kW,0kW,12kW,93kW,27kW,66kW,1754.0437927246094kW,4kW,65kW,45kW,0kW,86kW,27kW,20kW,42kW,2kW,73kW,78kW,47kW,9kW,28kW,152kW,146kW,0.03070145659148693kW,5kW,9kW,0kW,67kW,6kW,"",111kW,255kW,"",17kW,184kW,37kW,0kW,10kW,301kW,69kW,102kW,171kW,66kW,3kW,771kW,11kW,"",3kW,10kW,0kW,2kW,0kW,13kW,0kW,13kW,141kW,0kW,64kW,0kW,454kW,144kW,58kW,0kW,52kW,0kW,1kW,173kW,35kW,143kW,3kW,"",104kW,"","",74.9817008972168kW,5kW,7kW,0kW,403kW,4kW,27kW,86kW,21kW,109kW,141kW,2kW,5kW,151kW,2kW,12467.077471674163kW,0kW,160kW,71kW,"",7kW,15kW,15kW,837kW,22kW,"",3kW,16kW,32kW,143kW,13kW,487kW,1kW,103kW,32kW
2016-07-20T14:05:00+10:00 Sydney,182.0175165077052kW,41kW,55kW,"","",145kW,165kW,10kW,10kW,88kW,9kW,44kW,3kW,10kW,"",30kW,0kW,"",1kW,12kW,2kW,15kW,287kW,0kW,140kW,45kW,0kW,47kW,19kW,0kW,8kW,0kW,0kW,68kW,0kW,32kW,32kW,1kW,155kW,0kW,15kW,119kW,196kW,69kW,1kW,77kW,0kW,0kW,12kW,93kW,27kW,66kW,1745.1596984863281kW,4kW,67kW,67kW,0kW,86kW,27kW,20kW,42kW,2kW,73kW,78kW,47kW,9kW,28kW,145kW,146kW,0.03070145659148693kW,5kW,9kW,0kW,67kW,6kW,"",112kW,248kW,"",17kW,184kW,37kW,0kW,10kW,301kW,69kW,102kW,171kW,66kW,3kW,771kW,11kW,"",3kW,10kW,0kW,2kW,0kW,13kW,0kW,13kW,141kW,0kW,64kW,0kW,470kW,135kW,58kW,0kW,69kW,0kW,1kW,173kW,35kW,136kW,3kW,"",104kW,"","",73.05910110473633kW,5kW,7kW,0kW,403kW,4kW,29kW,83kW,21kW,112kW,135kW,2kW,5kW,151kW,2kW,12521.267017555361kW,0kW,175kW,71kW,"",7kW,15kW,15kW,838kW,22kW,"",3kW,16kW,32kW,143kW,13kW,487kW,1kW,103kW,32kW
2016-07-20T14:10:00+10:00 Sydney,182.01375641966413kW,35kW,56kW,"","",153kW,167kW,10kW,13kW,88kW,11kW,50kW,3kW,13kW,"",23kW,0kW,"",1kW,8kW,2kW,15kW,287kW,0kW,140kW,64kW,0kW,45kW,14kW,0kW,8kW,0kW,0kW,70kW,0kW,32kW,32kW,1kW,155kW,0kW,13kW,119kW,227kW,59kW,1kW,77kW,0kW,0kW,9kW,104kW,27kW,66kW,1726.1596984863281kW,4kW,67kW,67kW,0kW,86kW,27kW,20kW,55kW,3kW,73kW,94kW,43kW,4kW,20kW,147kW,170kW,0.02736777253448963kW,5kW,3kW,0kW,68kW,4kW,"",112kW,248kW,"",17kW,184kW,37kW,0kW,7kW,303kW,59kW,64kW,150kW,66kW,1kW,775kW,15kW,"",2kW,10kW,0kW,2kW,0kW,13kW,0kW,13kW,141kW,0kW,64kW,0kW,470kW,135kW,68kW,0kW,69kW,0kW,2kW,178kW,39kW,136kW,1kW,"",104kW,"","",69.97930145263672kW,16kW,5kW,0kW,372kW,4kW,29kW,83kW,21kW,112kW,133kW,2kW,3kW,149kW,2kW,12481.180124131162kW,0kW,175kW,63kW,"",7kW,11kW,9kW,838kW,23kW,"",3kW,16kW,35kW,149kW,13kW,487kW,1kW,103kW,19kW
2016-07-20T14:15:00+10:00 Sydney,182.00999633162306kW,35kW,56kW,"","",153kW,167kW,12kW,13kW,92kW,11kW,50kW,3kW,13kW,"",23kW,0kW,"",1kW,8kW,2kW,15kW,282kW,0kW,117kW,64kW,0kW,45kW,14kW,0kW,8kW,0kW,0kW,70kW,0kW,24kW,24kW,1kW,153kW,0kW,13kW,119kW,227kW,59kW,1kW,77kW,0kW,0kW,9kW,104kW,27kW,36kW,1742.1596984863281kW,4kW,69kW,62kW,0kW,74kW,26kW,31kW,55kW,3kW,73kW,94kW,43kW,4kW,20kW,148kW,170kW,0.02736777253448963kW,5kW,3kW,0kW,68kW,4kW,"",112kW,248kW,"",16kW,195kW,43kW,0kW,7kW,286kW,59kW,64kW,150kW,71kW,1kW,775kW,15kW,"",2kW,10kW,0kW,2kW,0kW,13kW,0kW,13kW,213kW,0kW,61kW,0kW,481kW,137kW,68kW,0kW,69kW,0kW,2kW,178kW,39kW,177kW,1kW,"",68kW,"","",69.97930145263672kW,16kW,5kW,0kW,372kW,5kW,32kW,83kW,21kW,112kW,133kW,2kW,3kW,149kW,2kW,12442.176364043122kW,0kW,176kW,63kW,"",5kW,11kW,9kW,798kW,23kW,"",3kW,16kW,35kW,149kW,12kW,474kW,1kW,91kW,19kW
2016-07-20T14:20:00+10:00 Sydney,182.00623624358198kW,37kW,56kW,"","",153kW,167kW,12kW,13kW,92kW,11kW,79kW,3kW,13kW,"",23kW,0kW,"",1kW,8kW,2kW,15kW,282kW,0kW,117kW,64kW,0kW,45kW,14kW,0kW,8kW,0kW,0kW,70kW,0kW,24kW,24kW,1kW,153kW,0kW,13kW,119kW,227kW,69kW,1kW,81kW,0kW,0kW,9kW,91kW,27kW,36kW,1715.1016998291016kW,4kW,69kW,62kW,0kW,74kW,26kW,31kW,55kW,3kW,73kW,94kW,43kW,4kW,20kW,148kW,170kW,0.027939323335886kW,5kW,3kW,0kW,68kW,4kW,"",110kW,253kW,"",16kW,195kW,43kW,0kW,7kW,289kW,69kW,58kW,150kW,71kW,1kW,775kW,15kW,"",2kW,10kW,0kW,2kW,0kW,13kW,0kW,13kW,213kW,0kW,61kW,0kW,488kW,137kW,68kW,0kW,51kW,0kW,2kW,178kW,37kW,177kW,1kW,"",68kW,"","",70.41230201721191kW,16kW,5kW,0kW,372kW,5kW,32kW,78kW,21kW,123kW,132kW,2kW,3kW,149kW,2kW,12445.548177413231kW,0kW,176kW,63kW,"",5kW,11kW,10kW,802kW,23kW,"",3kW,16kW,35kW,149kW,12kW,474kW,1kW,91kW,19kW
2016-07-20T14:25:00+10:00 Sydney,182.0024761555409kW,37kW,60kW,"","",148kW,165kW,12kW,10kW,92kW,20kW,79kW,3kW,9kW,"",21kW,0kW,"",3kW,12kW,2kW,15kW,282kW,0kW,117kW,51kW,0kW,45kW,13kW,4kW,8kW,0kW,0kW,62kW,0kW,31kW,31kW,1kW,158kW,0kW,13kW,119kW,197kW,69kW,1kW,81kW,0kW,0kW,8kW,91kW,27kW,35kW,1715.1016998291016kW,4kW,69kW,62kW,0kW,74kW,28kW,27kW,51kW,3kW,73kW,80kW,45kW,6kW,25kW,147kW,156kW,0.027939323335886kW,5kW,4kW,0kW,72kW,4kW,"",110kW,253kW,"",16kW,195kW,32kW,0kW,7kW,282kW,69kW,58kW,166kW,65kW,3kW,778kW,18kW,"",2kW,10kW,0kW,2kW,0kW,14kW,0kW,11kW,172kW,0kW,55kW,0kW,488kW,137kW,64kW,0kW,51kW,0kW,1kW,169kW,37kW,177kW,3kW,"",68kW,"","",69.34080123901367kW,6kW,6kW,0kW,377kW,4kW,32kW,78kW,22kW,123kW,132kW,2kW,3kW,150kW,2kW,12403.472916546993kW,0kW,176kW,76kW,"",5kW,10kW,10kW,804kW,22kW,"",4kW,16kW,36kW,156kW,15kW,471kW,4kW,112kW,27kW
2016-07-20T14:30:00+10:00 Sydney,181.99871606749983kW,37kW,60kW,"","",148kW,165kW,15kW,10kW,92kW,20kW,79kW,3kW,9kW,"",21kW,0kW,"",3kW,12kW,2kW,15kW,302kW,0kW,132kW,51kW,0kW,45kW,13kW,4kW,8kW,0kW,0kW,62kW,0kW,31kW,31kW,1kW,158kW,0kW,13kW,106kW,197kW,69kW,1kW,76kW,0kW,0kW,8kW,91kW,27kW,35kW,1707.7855072021484kW,4kW,58kW,72kW,0kW,77kW,28kW,27kW,51kW,3kW,72kW,80kW,45kW,6kW,25kW,156kW,156kW,0.027939323335886kW,5kW,4kW,0kW,72kW,4kW,"",113kW,257kW,"",15kW,200kW,32kW,0kW,7kW,282kW,69kW,58kW,166kW,71kW,3kW,778kW,18kW,"",2kW,10kW,0kW,2kW,0kW,14kW,0kW,11kW,172kW,0kW,55kW,0kW,487kW,127kW,64kW,0kW,54kW,0kW,1kW,169kW,37kW,165kW,3kW,"",68kW,"","",69.34080123901367kW,6kW,6kW,0kW,377kW,4kW,31kW,86kW,22kW,115kW,132kW,2kW,3kW,150kW,2kW,12428.152963831999kW,0kW,175kW,76kW,"",5kW,10kW,10kW,808kW,22kW,"",4kW,16kW,36kW,156kW,15kW,474kW,4kW,112kW,27kW
2016-07-20T14:35:00+10:00 Sydney,181.99495597945875kW,38kW,51kW,"","",151kW,165kW,15kW,13kW,92kW,20kW,48kW,3kW,9kW,"",21kW,0kW,"",3kW,12kW,2kW,15kW,302kW,0kW,132kW,51kW,0kW,45kW,13kW,4kW,8kW,0kW,0kW,65kW,0kW,31kW,31kW,1kW,158kW,0kW,13kW,106kW,197kW,58kW,1kW,76kW,0kW,0kW,8kW,97kW,27kW,35kW,1762.7855072021484kW,4kW,58kW,72kW,0kW,77kW,28kW,27kW,54kW,3kW,72kW,86kW,43kW,6kW,25kW,154kW,147kW,0.03093264438211918kW,5kW,4kW,0kW,72kW,4kW,"",113kW,257kW,"",15kW,200kW,32kW,0kW,7kW,281kW,58kW,125kW,143kW,71kW,3kW,775kW,18kW,"",2kW,10kW,0kW,2kW,0kW,14kW,0kW,11kW,172kW,0kW,55kW,0kW,487kW,118kW,62kW,0kW,54kW,0kW,1kW,162kW,38kW,165kW,3kW,"",68kW,"","",72.0448989868164kW,7kW,10kW,0kW,377kW,4kW,31kW,86kW,22kW,115kW,142kW,4kW,3kW,158kW,2kW,12468.856294812806kW,0kW,175kW,68kW,"",5kW,10kW,12kW,799kW,17kW,"",4kW,16kW,36kW,156kW,15kW,474kW,4kW,112kW,30kW
2016-07-20T14:40:00+10:00 Sydney,181.99119589141768kW,38kW,51kW,"","",151kW,171kW,15kW,13kW,89kW,12kW,48kW,3kW,10kW,"",27kW,0kW,"",1kW,11kW,2kW,15kW,325kW,0kW,132kW,46kW,0kW,49kW,16kW,0kW,7kW,0kW,0kW,65kW,0kW,25kW,25kW,1kW,165kW,0kW,13kW,104kW,217kW,58kW,1kW,76kW,0kW,0kW,8kW,97kW,31kW,36kW,1762.7855072021484kW,4kW,58kW,72kW,0kW,74kW,28kW,21kW,54kW,2kW,66kW,86kW,43kW,6kW,25kW,154kW,147kW,0.03093264438211918kW,5kW,7kW,0kW,70kW,3kW,"",113kW,257kW,"",15kW,192kW,33kW,0kW,7kW,312kW,58kW,125kW,143kW,72kW,3kW,762kW,16kW,"",4kW,10kW,0kW,7kW,0kW,14kW,0kW,16kW,157kW,0kW,72kW,0kW,481kW,118kW,62kW,0kW,54kW,0kW,2kW,162kW,38kW,165kW,3kW,"",68kW,"","",79.0448989868164kW,7kW,10kW,0kW,406kW,4kW,31kW,85kW,22kW,115kW,142kW,4kW,4kW,158kW,2kW,12531.852534724765kW,0kW,172kW,68kW,"",4kW,24kW,12kW,827kW,17kW,"",3kW,16kW,28kW,161kW,11kW,480kW,1kW,88kW,30kW
2016-07-20T14:45:00+10:00 Sydney,181.9874358033766kW,36kW,51kW,"","",151kW,171kW,14kW,13kW,89kW,12kW,48kW,3kW,10kW,"",27kW,0kW,"",1kW,11kW,2kW,15kW,325kW,5kW,132kW,46kW,0kW,49kW,16kW,0kW,7kW,0kW,0kW,65kW,0kW,25kW,25kW,1kW,165kW,0kW,13kW,104kW,217kW,61kW,1kW,86kW,0kW,0kW,8kW,97kW,31kW,36kW,1765.5469970703125kW,4kW,65kW,48kW,0kW,74kW,28kW,21kW,54kW,2kW,66kW,86kW,43kW,6kW,25kW,144kW,147kW,0.030844690278172493kW,5kW,7kW,0kW,70kW,3kW,"",118kW,255kW,"",15kW,192kW,33kW,0kW,7kW,310kW,61kW,125kW,143kW,68kW,3kW,762kW,16kW,"",4kW,1kW,0kW,7kW,0kW,14kW,0kW,16kW,157kW,0kW,72kW,0kW,478kW,118kW,62kW,0kW,52kW,0kW,2kW,162kW,34kW,160kW,3kW,"",68kW,"","",78.53469848632812kW,7kW,10kW,0kW,406kW,4kW,28kW,84kW,22kW,121kW,127kW,4kW,4kW,158kW,2kW,12473.099976050296kW,0kW,172kW,68kW,"",4kW,24kW,6kW,827kW,17kW,"",3kW,16kW,28kW,161kW,11kW,480kW,1kW,88kW,30kW
2016-07-20T14:50:00+10:00 Sydney,181.98367571533552kW,36kW,54kW,"","",175kW,170kW,14kW,7kW,89kW,20kW,76kW,3kW,10kW,"",23kW,0kW,"",1kW,11kW,2kW,15kW,325kW,5kW,132kW,49kW,0kW,44kW,10kW,0kW,8kW,0kW,0kW,67kW,0kW,25kW,25kW,1kW,165kW,0kW,15kW,104kW,228kW,61kW,2kW,86kW,0kW,0kW,8kW,83kW,31kW,36kW,1721.5469970703125kW,4kW,65kW,48kW,0kW,74kW,29kW,21kW,50kW,1kW,66kW,78kW,50kW,8kW,24kW,147kW,158kW,0.030844690278172493kW,7kW,4kW,0kW,73kW,6kW,"",118kW,255kW,"",15kW,192kW,33kW,0kW,7kW,310kW,61kW,96kW,119kW,68kW,3kW,760kW,13kW,"",3kW,1kW,0kW,3kW,0kW,20kW,0kW,11kW,157kW,0kW,72kW,0kW,478kW,126kW,68kW,0kW,52kW,0kW,1kW,158kW,34kW,160kW,3kW,"",68kW,"","",82.46219825744629kW,14kW,8kW,2kW,390kW,4kW,28kW,84kW,22kW,121kW,127kW,4kW,4kW,150kW,2kW,12409.023715733372kW,0kW,175kW,62kW,"",4kW,20kW,6kW,831kW,16kW,"",3kW,16kW,28kW,164kW,11kW,480kW,1kW,88kW,26kW
2016-07-20T14:55:00+10:00 Sydney,181.97991562729445kW,36kW,54kW,"","",175kW,170kW,10kW,7kW,88kW,20kW,76kW,3kW,10kW,"",23kW,0kW,"",1kW,11kW,2kW,15kW,314kW,0kW,121kW,49kW,0kW,44kW,10kW,0kW,8kW,0kW,0kW,67kW,0kW,23kW,23kW,1kW,143kW,0kW,15kW,109kW,228kW,61kW,2kW,86kW,0kW,0kW,8kW,83kW,30kW,34kW,1715.5469970703125kW,4kW,69kW,59kW,0kW,73kW,29kW,19kW,50kW,1kW,78kW,78kW,50kW,8kW,24kW,147kW,158kW,0.030844690278172493kW,7kW,4kW,0kW,73kW,6kW,"",118kW,255kW,"",13kW,197kW,28kW,0kW,7kW,262kW,61kW,96kW,119kW,74kW,3kW,760kW,13kW,"",3kW,1kW,0kW,3kW,0kW,20kW,0kW,11kW,159kW,0kW,57kW,0kW,473kW,126kW,68kW,0kW,52kW,0kW,1kW,158kW,34kW,138kW,3kW,"",70kW,"","",82.46219825744629kW,14kW,8kW,2kW,390kW,7kW,32kW,84kW,22kW,121kW,127kW,4kW,4kW,150kW,2kW,12322.019955645332kW,0kW,179kW,62kW,"",4kW,20kW,6kW,811kW,16kW,"",3kW,16kW,28kW,164kW,11kW,484kW,1kW,116kW,26kW
2016-07-20T15:00:00+10:00 Sydney,181.97615553925337kW,39kW,54kW,"","",175kW,170kW,10kW,7kW,88kW,20kW,49kW,3kW,10kW,"",23kW,0kW,"",1kW,11kW,2kW,15kW,314kW,0kW,121kW,49kW,0kW,44kW,10kW,0kW,8kW,0kW,0kW,67kW,0kW,23kW,23kW,1kW,143kW,0kW,15kW,109kW,228kW,58kW,2kW,90kW,0kW,0kW,8kW,90kW,30kW,34kW,1760.424301147461kW,4kW,69kW,59kW,0kW,73kW,29kW,19kW,50kW,1kW,78kW,78kW,50kW,8kW,24kW,147kW,158kW,0.03189609944820404kW,7kW,4kW,0kW,73kW,6kW,"",117kW,257kW,"",13kW,197kW,28kW,0kW,7kW,260kW,58kW,53kW,119kW,74kW,3kW,760kW,13kW,"",3kW,1kW,0kW,3kW,0kW,20kW,0kW,11kW,159kW,0kW,57kW,0kW,464kW,126kW,68kW,0kW,54kW,0kW,1kW,158kW,40kW,138kW,3kW,"",70kW,"","",77.2859001159668kW,14kW,8kW,2kW,390kW,7kW,32kW,84kW,22kW,110kW,138kW,4kW,4kW,150kW,2kW,12305.71825290213kW,0kW,179kW,62kW,"",4kW,20kW,11kW,811kW,16kW,"",3kW,16kW,28kW,164kW,11kW,484kW,1kW,116kW,26kW
